EcoTypeID,VegID,ShrubSpecFrac
6852,GFShrub,1
6853,GFShrub,1
6854,GFShrub,1
6855,GFShrub,1
6856,GFShrub,1
6857,GFShrub,1
6858,GFShrub,1
6859,GFShrub,1
6860,GFShrub,1
6861,GFShrub,1
6862,GFShrub,1
6863,GFShrub,1
6864,GFShrub,1
6865,GFShrub,1
6866,GFShrub,1
6867,GFShrub,1
6868,GFShrub,1
6869,GFShrub,1
6870,GFShrub,1
6871,GFShrub,1
6872,GFShrub,1
6873,GFShrub,1
6874,GFShrub,1
6875,GFShrub,1
6876,GFShrub,1
6877,GFShrub,1
6878,GFShrub,1
6879,GFShrub,1
6880,GFShrub,1
6881,GFShrub,1
6882,GFShrub,1
6883,GFShrub,1
6884,GFShrub,1
6885,GFShrub,1
6886,GFShrub,1
6887,GFShrub,1
6888,GFShrub,1
6889,GFShrub,1
6890,GFShrub,1
6891,GFShrub,1
6892,GFShrub,1
6893,GFShrub,1
6894,GFShrub,1
6895,GFShrub,1
6896,GFShrub,1
6897,GFShrub,1
6898,GFShrub,1
6899,GFShrub,1
6900,GFShrub,1
6901,GFShrub,1
6902,GFShrub,1
6903,GFShrub,1
6904,GFShrub,1
6905,GFShrub,1
6906,GFShrub,1
6907,GFShrub,1
6908,GFShrub,1
6909,GFShrub,1
6910,GFShrub,1
6911,GFShrub,1
6912,GFShrub,1
6913,GFShrub,1
6914,GFShrub,1
6915,GFShrub,1
6916,GFShrub,1
6917,GFShrub,1
6918,GFShrub,1
6919,GFShrub,1
6920,GFShrub,1
6921,GFShrub,1
6922,GFShrub,1
6923,GFShrub,1
6924,GFShrub,1
6925,GFShrub,1
6926,GFShrub,1
6927,GFShrub,1
6928,GFShrub,1
6929,GFShrub,1
6930,GFShrub,1
6931,GFShrub,1
6932,GFShrub,1
6933,GFShrub,1
6934,GFShrub,1
6935,GFShrub,1
6936,GFShrub,1
6937,GFShrub,1
6938,GFShrub,1
6939,GFShrub,1
6940,GFShrub,1
6941,GFShrub,1
6942,GFShrub,1
6943,GFShrub,1
6944,GFShrub,1
6945,GFShrub,1
6946,GFShrub,1
6947,GFShrub,1
6948,GFShrub,1
6949,GFShrub,1
6950,GFShrub,1
6951,GFShrub,1
6952,GFShrub,1
6953,GFShrub,1
6954,GFShrub,1
6955,GFShrub,1
6956,GFShrub,1
6957,GFShrub,1
6958,GFShrub,1
6959,GFShrub,1
6960,GFShrub,1
6961,GFShrub,1
6962,GFShrub,1
6963,GFShrub,1
6964,GFShrub,1
6965,GFShrub,1
6966,GFShrub,1
6967,GFShrub,1
6968,GFShrub,1
6969,GFShrub,1
6970,GFShrub,1
6971,GFShrub,1
6972,GFShrub,1
6973,GFShrub,1
6974,GFShrub,1
6975,GFShrub,1
6976,GFShrub,1
6977,GFShrub,1
6978,GFShrub,1
6979,GFShrub,1
6980,GFShrub,1
6981,GFShrub,1
6982,GFShrub,1
6983,GFShrub,1
6984,GFShrub,1
6985,GFShrub,1
6986,GFShrub,1
6987,GFShrub,1
6988,GFShrub,1
6989,GFShrub,1
6990,GFShrub,1
6991,GFShrub,1
6992,GFShrub,1
6993,GFShrub,1
6994,GFShrub,1
6995,GFShrub,1
6996,GFShrub,1
6997,GFShrub,1
6998,GFShrub,1
6999,GFShrub,1
